,Unnamed: 0,Unnamed: 0.1,date,country,lang,content,label,id,translated_tweets,tokenized_content
1141,1141,1141,2021-10-30 23:06:53+00:00,United Kingdom,en,"@Suli4_Real Suli Bhai Mashallah you are a fighter. My sincere prayers are with you inshallah you’ll recover soon. May Allah Pak bless you with good health and long life, in the name of prophet N his household PBUH. Ameen",,1.45e+18,"@Suli4_Real Suli Bhai Mashallah you are a fighter. My sincere prayers are with you inshallah you’ll recover soon. May Allah Pak bless you with good health and long life, in the name of prophet N his household PBUH. Ameen",suli bhai mashallah fighter sincere prayer inshallah recover soon may allah pak bless good health long life name prophet household pbuh ameen
1142,1142,1142,2021-08-24 14:57:38+00:00,United Kingdom,en,#happy #birthday #abbu #jaan #may #allah #swt #gives #you #wealthy #and #healthylifestyle #ameen 🤲 @ Goodmayes. Illford. London. https://t.co/GdVXDM9PrT,,1.43e+18,#happy #birthday #abbu #jaan #may #allah #swt #gives #you #wealthy #and #healthylifestyle #ameen 🤲 @ Goodmayes. Illford. London. https://t.co/GdVXDM9PrT,#happy #birthday #abbu #jaan #may #allah #swt #gives #you #wealthy #and #healthylifestyle #ameen alms_up_together goodmayes illford london
1143,1143,1143,2021-11-20 19:31:15+00:00,United Kingdom,en,@LFC in the name of Jaysus will you just give him the contract #salah #lfc,,1.46e+18,@LFC in the name of Jaysus will you just give him the contract #salah #lfc,name jaysus give contract #salah #lfc
1144,1144,1144,2018-12-31 08:34:07+00:00,Greece,en,". @holland_tom Regarding Tolkien, do you think that he is engaging in a kind of Orientalism, what with the siege of Minas Tirith being an echo of the Islamic seige of Constantinople and Gondor standing in for the late Roman Empire?",,1.08e+18,". @holland_tom Regarding Tolkien, do you think that he is engaging in a kind of Orientalism, what with the siege of Minas Tirith being an echo of the Islamic seige of Constantinople and Gondor standing in for the late Roman Empire?",regard tolkien think engage kind orientalism siege mina tirith echo islamic seige constantinople gondor standing late roman empire
1145,1145,1145,2018-04-13 21:22:36+00:00,United Kingdom,en,"Sleepyhead... can someone looks more cutr than this munchkin... my baby #mashallah 
.
.
Jacket .. @fandfclothing 
Trouser.. @hm 
Shoes.. @sainsburys #tu 
Pushchair.. @tuttibambiniuk
.
#mybaby #mommyblogger #ukblogger #mom #mybabyforever #myboy #babyhussain #baby #babyboy #cuteboy https://t.co/9DCHwr7AKu",,9.85e+17,"Sleepyhead... can someone looks more cutr than this munchkin... my baby #mashallah 
.
.
Jacket .. @fandfclothing 
Trouser.. @hm 
Shoes.. @sainsburys #tu 
Pushchair.. @tuttibambiniuk
.
#mybaby #mommyblogger #ukblogger #mom #mybabyforever #myboy #babyhussain #baby #babyboy #cuteboy https://t.co/9DCHwr7AKu",sleepyhead someone look cutr munchkin baby #mashallah jacket trouser shoe #tu pushchair #mybaby #mommyblogger #ukblogger #mom #mybabyforever #myboy #babyhussain #baby #babyboy #cuteboy
1146,1146,1146,2021-08-20 10:08:48+00:00,United Kingdom,en,https://t.co/uaG0jxoJSr SM Younus AlGohar gives a comprehensive understanding of ‘Ulema e Haq’ &amp; ‘Ulema e Soo’ with references from the #Quran. How can you determine whether the Aalim you are following is appointed by #God or NOT? #TariqJameel #ZakirNaik #TahirulQadri #ALRATV,,1.43e+18,https://t.co/uaG0jxoJSr SM Younus AlGohar gives a comprehensive understanding of ‘Ulema e Haq’ &amp; ‘Ulema e Soo’ with references from the #Quran. How can you determine whether the Aalim you are following is appointed by #God or NOT? #TariqJameel #ZakirNaik #TahirulQadri #ALRATV,younus algohar give comprehensive understand ulema haq ulema soo reference #quran determine whether aalim follow appoint #god #tariqjameel #zakirnaik #tahirulqadri #alratv
1147,1147,1147,2018-12-29 18:17:03+00:00,United Kingdom,en,Another game another dive from #salah really disappointing,,1.08e+18,Another game another dive from #salah really disappointing,another game another dive #salah really disappointing
1148,1148,1148,2012-12-10 01:15:38+00:00,United Kingdom,en,"""..Can we not be brother’s even if we disagree about something?"" #ImamShafi #Islam #faith #hadith",,2.78e+17,"""..Can we not be brother’s even if we disagree about something?"" #ImamShafi #Islam #faith #hadith",brother even disagree something #imamshafi #islam #faith #hadith
1149,1149,1149,2018-11-17 22:07:55+00:00,United Kingdom,en,"I Can’t Stop 🛑 Saying Alhamdulillah To Almighty #Allah For His Blessings ON My Family...... 

Keep Following @BdexOfficial @BdexOfficial for daily update… https://t.co/mHMwo66Lp2",,1.06e+18,"I Can’t Stop 🛑 Saying Alhamdulillah To Almighty #Allah For His Blessings ON My Family...... 

Keep Following @BdexOfficial @BdexOfficial for daily update… https://t.co/mHMwo66Lp2",stop stop_sign say alhamdulillah almighty #allah blessing family keep follow daily update
1150,1150,1150,2018-12-05 22:21:07+00:00,Spain,en,"Our #campaign can not ignore the #StopIslamofobia12D so we've organized a Workshop with several social entities, a 3 hours wikipedia training against #islamophobia #p2pchallenge #bethekey https://t.co/X6w76CAUnP",,1.07e+18,"Our #campaign can not ignore the #StopIslamofobia12D so we've organized a Workshop with several social entities, a 3 hours wikipedia training against #islamophobia #p2pchallenge #bethekey https://t.co/X6w76CAUnP",#campaign ignore #stopislamofobia12d we've organize workshop several social entity hour wikipedia train #islamophobia #p2pchallenge #bethekey
1151,1151,1151,2021-11-10 17:29:03+00:00,United Kingdom,en,"This evening we're at @WatersideAcad talking to students about how they can create their future at WFC.

Student Ambassadors Anabel &amp; Muhammad are ready to share their student experience too!

#YourCollegeYourFuture 📚🎉 https://t.co/Sev0CZz4vA",,1.46e+18,"This evening we're at @WatersideAcad talking to students about how they can create their future at WFC.

Student Ambassadors Anabel &amp; Muhammad are ready to share their student experience too!

#YourCollegeYourFuture 📚🎉 https://t.co/Sev0CZz4vA",evening we're talk student create future wfc student ambassador anabel muhammad ready share student experience #yourcollegeyourfuture book party_popper
1152,1152,1152,2020-05-29 21:09:42+00:00,Turkey,en,"First Jummah prayer in Turkey after lockdown 🇹🇷 🙌

#FridayMotivation
#FridayVibes #Turkey #Islam  #Subhanallah #AfterLockDown https://t.co/0eE7YmgsIC",,1.27e+18,"First Jummah prayer in Turkey after lockdown 🇹🇷 🙌

#FridayMotivation
#FridayVibes #Turkey #Islam  #Subhanallah #AfterLockDown https://t.co/0eE7YmgsIC",first jummah prayer turkey lockdown turkey raising_hands #fridaymotivation #fridayvibes #turkey #islam #subhanallah #afterlockdown
1153,1153,1153,2018-11-14 12:35:11+00:00,United Kingdom,en,"Imams and clergy meeting 
@RochdaleCouncil 
@hellomarkC 
@RochdaleCoM 
@ChrisMusForum https://t.co/Wu95hOqZwv",,1.06e+18,"Imams and clergy meeting 
@RochdaleCouncil 
@hellomarkC 
@RochdaleCoM 
@ChrisMusForum https://t.co/Wu95hOqZwv",imam clergy meeting
1154,1154,1154,2018-02-10 09:08:59+00:00,United Kingdom,en,A Muslim justifies raping an infidel by citing his faith. WRONG. Rees Mogg justifying his equally extreme views with his faith. WRONG. Why do people in the extreme groups take cover under their Gods?The do NOT belong to a civilised society. #Extremism #Extremists,,9.62e+17,A Muslim justifies raping an infidel by citing his faith. WRONG. Rees Mogg justifying his equally extreme views with his faith. WRONG. Why do people in the extreme groups take cover under their Gods?The do NOT belong to a civilised society. #Extremism #Extremists,muslim justifies rap infidel cite faith wrong rees mogg justify equally extreme view faith wrong people extreme group take cover god belong civilised society #extremism #extremists
1155,1155,1155,2018-10-08 07:59:58+00:00,United Kingdom,en,"Monday #motivation! Always stay humble, stay blessed, give thanks and never belittle others! #mma #gym #fitspo #fitfam #kabib #kabibvsmcgregor #alhamdulillah Sent from Photo Text - https://t.co/ENQxd0Nusj https://t.co/JPWIp46d2O",,1.05e+18,"Monday #motivation! Always stay humble, stay blessed, give thanks and never belittle others! #mma #gym #fitspo #fitfam #kabib #kabibvsmcgregor #alhamdulillah Sent from Photo Text - https://t.co/ENQxd0Nusj https://t.co/JPWIp46d2O",monday #motivation always stay humble stay bless give thanks never belittle others #mma #gym #fitspo #fitfam #kabib #kabibvsmcgregor #alhamdulillah send photo text
1156,1156,1156,2018-10-04 19:50:41+00:00,United Kingdom,en,"What an absolute joke!!!!! Talk about twisting things! #Propaganda
#LeftistPropaganda
#arabs #migrants #france #Paris #Immigration #Immigrants #Muslims https://t.co/LvFBN4j2QA",,1.05e+18,"What an absolute joke!!!!! Talk about twisting things! #Propaganda
#LeftistPropaganda
#arabs #migrants #france #Paris #Immigration #Immigrants #Muslims https://t.co/LvFBN4j2QA",absolute joke talk twist thing #propaganda #leftistpropaganda #arabs #migrants #france #paris #immigration #immigrants #muslims
1157,1157,1157,2021-11-11 15:20:58+00:00,Germany,de,"Bismillah.

Beinscheibe vom Rind. Dazu Miniklöße. @ Shafik's Kitchen https://t.co/n92nEeiJU6",,1.46e+18,"Bismillah.

Beef leg slice. Served with mini dumplings. @ Shafik's Kitchen https://t.co/n92nEeiJU6",bismillah beef leg slice serve mini dumpling shafik's kitchen
1158,1158,1158,2018-07-28 04:09:23+00:00,United States,en,Obamarat is Muslim why has he never spoke out &amp; defended his religion agains radicals Islamic terrorist. He never said his religion is a peaceful 1. He never said Islam ideology don’t teach violence or hate. He lied 2 us &amp; said he was a Christian. Why is that people? https://t.co/La77yH5Bjw,,1.02e+18,Obamarat is Muslim why has he never spoke out &amp; defended his religion agains radicals Islamic terrorist. He never said his religion is a peaceful 1. He never said Islam ideology don’t teach violence or hate. He lied 2 us &amp; said he was a Christian. Why is that people? https://t.co/La77yH5Bjw,obamarat muslim never speak defend religion agains radical islamic terrorist never say religion peaceful never say islam ideology teach violence hate lie say christian people
1159,1159,1159,2021-09-28 13:50:16+00:00,United Kingdom,en,@RC8R2 @violetanne22 @saragebbett @JeremyVineOn5 @Cruella1 @DawnNeesom @theJeremyVine Yes it’s an extreme tactic. It’s hard to defend it. But what I’m interested in is how the media use is to rubbish all other protests and brand people with genuine concerns as radicals. Perhaps you do have to be radical sometimes. Good on them I say.,,1.44e+18,@RC8R2 @violetanne22 @saragebbett @JeremyVineOn5 @Cruella1 @DawnNeesom @theJeremyVine Yes it’s an extreme tactic. It’s hard to defend it. But what I’m interested in is how the media use is to rubbish all other protests and brand people with genuine concerns as radicals. Perhaps you do have to be radical sometimes. Good on them I say.,yes extreme tactic hard defend interest medium use rubbish protest brand people genuine concern radical perhaps radical sometimes good say
1160,1160,1160,2018-03-23 14:59:48+00:00,United Kingdom,en,"@Ryanfitzpics @RichPoliticals @universe785 @JamesRu5531l @veronicanew3 @daily_politics @theresa_may I see your point...UK is very polarised..L and R, Brexit, Trump, Free Speech, Islam, totalitarianism...the list is endless.
With the exception of Brexit'...I can't see that any of these and other worries will be dealt with by either L or C tbh.
EU; outward looking?1/2",,9.77e+17,"@Ryanfitzpics @RichPoliticals @universe785 @JamesRu5531l @veronicanew3 @daily_politics @theresa_may I see your point...UK is very polarised..L and R, Brexit, Trump, Free Speech, Islam, totalitarianism...the list is endless.
With the exception of Brexit'...I can't see that any of these and other worries will be dealt with by either L or C tbh.
EU; outward looking?1/2",see point polarised brexit trump free speech islam totalitarianism list endless exception brexit can't see worry deal either tbh outward look
1161,1161,1161,2018-11-23 15:44:23+00:00,Turkey,en,"#Repost ahmedhulusi with make_repost
・・・
May #Allah help us to understand the true function for which the Rasul of Allah (saw) has been created and grant us the comprehension that the… https://t.co/IphzHxP4QU",,1.07e+18,"#Repost ahmedhulusi with make_repost
・・・
May #Allah help us to understand the true function for which the Rasul of Allah (saw) has been created and grant us the comprehension that the… https://t.co/IphzHxP4QU",#repost ahmedhulusi make_repost may #allah help understand true function rasul allah saw create grant comprehension
1162,1162,1162,2016-05-21 23:16:47+00:00,United Kingdom,en,Dr @Hafiz_Ather in #Oxford on #ShabeBaraat: Doing ibadah in this blessed night is #sunnah. Whats the alternative to ibadah if its bid'ah,,7.34e+17,Dr @Hafiz_Ather in #Oxford on #ShabeBaraat: Doing ibadah in this blessed night is #sunnah. Whats the alternative to ibadah if its bid'ah,#oxford #shabebaraat ibadah blessed night #sunnah whats alternative ibadah bid'ah
1163,1163,1163,2020-02-27 15:01:00+00:00,United Kingdom,en,"What’s their policy on 3M Uyghur Muslims in Chinese concentration camps. Widespread rape,?forced organ donation, cremation of donors, forced abortion &amp; sterilisation and forced marriage to Han men. Biggest organized GENOCIDE since Holocaust. Will they Boycott that!
#CloseTheCamps https://t.co/BpqKezGEit",,1.23e+18,"What’s their policy on 3M Uyghur Muslims in Chinese concentration camps. Widespread rape,?forced organ donation, cremation of donors, forced abortion &amp; sterilisation and forced marriage to Han men. Biggest organized GENOCIDE since Holocaust. Will they Boycott that!
#CloseTheCamps https://t.co/BpqKezGEit",policy uyghur muslims chinese concentration camp widespread rape force organ donation cremation donor force abortion sterilisation force marriage han men big organize genocide since holocaust boycott #closethecamps
1164,1164,1164,2018-12-31 18:11:29+00:00,Germany,de,"Flug ✈️ nach 2019
salah.barber1 #glamourlookstriesen @ Glamour Look Striesen https://t.co/dftqLWprXC",,1.08e+18,"Flug ✈️ nach 2019.
salah.barber1 #glamourlookstriesen @ Glamour Look Striesen https://t.co/dftqLWprXC",flug airplane nach salah barber #glamourlookstriesen glamour look striesen
1165,1165,1165,2017-12-14 12:34:42+00:00,United Kingdom,en,"@tripstudiouk 10 #Nights 4 Star #UmrahPackage From £1125
#Makkah 5 Nights at #Hotel #Shohada https://t.co/PMC5yPV07v
#Madina 5 Nights at #Hotel #Eiman Book Now Call on: 020 88191431 
Email:sales@tripstudio.co.uk https://t.co/EgOsVbEcDL",,9.41e+17,"@tripstudiouk 10 #Nights 4 Star #UmrahPackage From £1125
#Makkah 5 Nights at #Hotel #Shohada https://t.co/PMC5yPV07v
#Madina 5 Nights at #Hotel #Eiman Book Now Call on: 020 88191431 
Email:sales@tripstudio.co.uk https://t.co/EgOsVbEcDL",#nights star #umrahpackage #makkah night #hotel #shohada #madina night #hotel #eiman book call email sales@tripstudio.co.uk
1166,1166,1166,2018-12-31 12:26:35+00:00,Republic of Croatia,en,"An other nice day in #svetilovrec #lastday #newyear #newyear #nieuws #goedevoornemens2019  #top2000 #mooiweer #worldkindnessday, #bts, #nowplaying, #job, #quran, #fansawards2018, #hadith,… https://t.co/y7HELg1C53",,1.08e+18,"An other nice day in #svetilovrec #lastday #newyear #newyear #nieuws #goedevoornemens2019  #top2000 #mooiweer #worldkindnessday, #bts, #nowplaying, #job, #quran, #fansawards2018, #hadith,… https://t.co/y7HELg1C53",nice day #svetilovrec #lastday #newyear #newyear #nieuws #goedevoornemens2019 #top2000 #mooiweer #worldkindnessday #bts #nowplaying #job #quran #fansawards2018 #hadith
